message_id,parent_id,user_id,created_date,text,role,lang,review_count,review_result,deleted,rank,synthetic,model_name,detoxify,message_tree_id,tree_state,emojis,labels
9891ecca-599d-45c4-bd4d-a021e9c426c2,,c30a9c22-c4cf-47cc-bdeb-ad4136bb37d1,2023-02-07T05:11:30.047584+00:00,Отличия SMTP от POP3 и IMAP,prompter,ru,3,True,False,,False,,"{'toxicity': 0.0008033859194256365, 'severe_toxicity': 0.0015700923977419734, 'obscene': 0.015032140538096428, 'identity_attack': 0.0022971914149820805, 'insult': 0.010739229619503021, 'threat': 0.0006656734622083604, 'sexual_explicit': 0.0004664257285185158}",9891ecca-599d-45c4-bd4d-a021e9c426c2,ready_for_export,"{'name': ['+1', '_skip_reply', '_skip_labeling'], 'count': [2, 7, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
4823da31-67af-46d7-aff8-a064d6f88c3f,,c30a9c22-c4cf-47cc-bdeb-ad4136bb37d1,2023-02-07T05:02:42.601627+00:00,Что такое герметическая философия?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.0004955064505338669, 'severe_toxicity': 6.236424087546766e-05, 'obscene': 0.0006362657877616584, 'identity_attack': 0.00017819601634982973, 'insult': 0.0005548415356315672, 'threat': 6.206274701980874e-05, 'sexual_explicit': 6.017875421093777e-05}",4823da31-67af-46d7-aff8-a064d6f88c3f,ready_for_export,"{'name': ['+1', '_skip_reply', '_skip_ranking', '_skip_labeling'], 'count': [6, 6, 1, 2]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.16666666666666666, 0.08333333333333333, 0.16666666666666666, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
40152742-d868-48e5-8839-5c8cd296cc01,,9f5c45fa-5057-4bbe-875c-a0040e6d3e61,2023-02-05T18:27:31.329476+00:00,Как тебя зовут?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.001655540312640369, 'severe_toxicity': 0.00025069728144444525, 'obscene': 0.003386744996532798, 'identity_attack': 0.0004382372717373073, 'insult': 0.003644549520686269, 'threat': 0.00022667610028292984, 'sexual_explicit': 0.00014027183351572603}",40152742-d868-48e5-8839-5c8cd296cc01,ready_for_export,"{'name': ['+1', '-1', '_skip_reply', '_skip_labeling'], 'count': [3, 1, 2, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5833333333333334, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
5f06fe04-8f85-4f92-81c1-f39a70da84dd,,a1992711-72c5-400b-aa78-1ae0984612b8,2023-02-10T03:21:04.520961+00:00,Привет! А ты много знаешь? Что я могу спросить у тебя?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.008505542762577534, 'severe_toxicity': 0.002877206774428487, 'obscene': 0.02985965460538864, 'identity_attack': 0.0027662760112434626, 'insult': 0.02593502774834633, 'threat': 0.0015343335689976811, 'sexual_explicit': 0.0008722142083570361}",5f06fe04-8f85-4f92-81c1-f39a70da84dd,ready_for_export,"{'name': ['+1', '-1', '_skip_reply', '_skip_ranking'], 'count': [1, 1, 1, 2]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.16666666666666666, 0.08333333333333333, 0.3333333333333333, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
5e357143-5e45-4c6d-92e5-4e128a5656fe,,4cc27c8e-4ac4-4f6f-aee9-f0f8c884123a,2023-02-05T18:30:14.870736+00:00,"Давай сыграем в игру ""Вы поедете на бал?"". Я буду задавать тебе вопросы, а твоя задача отвечать на них не используя слова ""да"", ""нет"", ""черное"", ""белое"" и не использовать слова содержащие букву ""р"". 
Я начну с присказки, которая заканчивается вопросом и буду задавать уточняющие вопросы. Твоя задача - отвечать на них соблюдая вышеуказанные правила. 
Начнем: 
— Барыня прислала 100 рублей
И коробочку соплей
«Да» и «нет» не говорить,
В черном-белом не ходить,
«Р» не выговаривать
Вы поедете на бал?",prompter,ru,3,True,False,,False,,"{'toxicity': 0.026104891672730446, 'severe_toxicity': 0.0007432940765284002, 'obscene': 0.0014577278634533286, 'identity_attack': 0.02195434644818306, 'insult': 0.006826899014413357, 'threat': 0.0008000149973668158, 'sexual_explicit': 0.0005755133461207151}",5e357143-5e45-4c6d-92e5-4e128a5656fe,ready_for_export,"{'name': ['+1'], 'count': [5]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.5, 0.8333333333333334, 0.6666666666666666, 0.4166666666666667], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
31c72505-508c-42cb-97c2-ca3982c78dcd,,c493267a-4a43-4c4e-b4b1-997aaf92d4be,2023-02-05T00:39:16.692111+00:00,С чего начать изучение компьютерной графики?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.0007546314154751599, 'severe_toxicity': 0.00010094745812239125, 'obscene': 0.0011137754190713167, 'identity_attack': 0.0002208597434218973, 'insult': 0.0008992762304842472, 'threat': 0.0001285810867557302, 'sexual_explicit': 7.365304918494076e-05}",31c72505-508c-42cb-97c2-ca3982c78dcd,ready_for_export,"{'name': ['+1', '_skip_reply'], 'count': [5, 3]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9166666666666666, 0.08333333333333333, 0.0, 0.5, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
11af39d5-a0a5-448e-a8a9-b65bd4ed4e8e,,abbc8a37-2db7-4af5-9df1-b0582d2e3d93,2023-02-06T21:28:07.793727+00:00,Плохо ли быть геем?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.724181056022644, 'severe_toxicity': 0.0017847538692876697, 'obscene': 0.0035125648137181997, 'identity_attack': 0.6982929706573486, 'insult': 0.08572295308113098, 'threat': 0.006185455247759819, 'sexual_explicit': 0.007135184481739998}",11af39d5-a0a5-448e-a8a9-b65bd4ed4e8e,ready_for_export,"{'name': ['+1', '-1', '_skip_reply', '_skip_labeling'], 'count': [4, 2, 1, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.25, 0.4166666666666667, 0.16666666666666666, 0.08333333333333333, 0.4166666666666667], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
e3848f88-2b16-4208-8ee5-fe953e377882,,0717de43-0ef7-439a-9d24-0cb416cabe16,2023-02-07T19:44:40.980349+00:00,Я разработчик программного обеспечения и хотел бы научиться создавать программы для квантовых компьютеров. Какие шаги мне следует предпринять?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.0006198954069986939, 'severe_toxicity': 0.0015018715057522058, 'obscene': 0.014459249563515186, 'identity_attack': 0.001775117008946836, 'insult': 0.013028803281486034, 'threat': 0.0007829044479876757, 'sexual_explicit': 0.0003758824896067381}",e3848f88-2b16-4208-8ee5-fe953e377882,ready_for_export,"{'name': ['+1', '_skip_reply', '_skip_ranking'], 'count': [3, 3, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.08333333333333333, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
051cbd8d-28f4-4bf7-8eb9-11d110fe3fa1,,01b66c04-d618-4eda-9183-848ac3817ce7,2023-02-07T22:22:13.848103+00:00,"Почему кожа на руках трескается на холоде, особенно если руки часто мыть? Расскажи подробно",prompter,ru,3,True,False,,False,,"{'toxicity': 0.0011799554340541363, 'severe_toxicity': 7.217260281322524e-05, 'obscene': 0.0009864596650004387, 'identity_attack': 0.00013196795771364123, 'insult': 0.0006913734832778573, 'threat': 9.352838242193684e-05, 'sexual_explicit': 8.174802496796474e-05}",051cbd8d-28f4-4bf7-8eb9-11d110fe3fa1,ready_for_export,"{'name': ['+1', '_skip_reply'], 'count': [3, 4]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.08333333333333333, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
120707e5-12c4-407b-a506-8549429e688d,,97894afc-2204-4c7b-9b91-f1c71c10f032,2023-02-04T17:36:01.523271+00:00,Как ретикулярная формация отвечает за самоидентификацию? И когда больше отвечает - днем или ночью?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.0010065558599308133, 'severe_toxicity': 0.00020143738947808743, 'obscene': 0.0019618510268628597, 'identity_attack': 0.00023911643074825406, 'insult': 0.0017030638409778476, 'threat': 0.0004179266979917884, 'sexual_explicit': 0.00019384000916033983}",120707e5-12c4-407b-a506-8549429e688d,ready_for_export,"{'name': ['+1', '-1', '_skip_reply', '_skip_ranking', '_skip_labeling'], 'count': [2, 8, 12, 2, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.5, 0.0, 0.3333333333333333, 0.5833333333333334, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
dfc03010-1cb8-4ba4-8d7e-02856e5d2ff2,,01b66c04-d618-4eda-9183-848ac3817ce7,2023-02-07T23:01:34.746352+00:00,"Привет. Ну, шо ты?",prompter,ru,3,True,False,,False,,"{'toxicity': 0.005487140268087387, 'severe_toxicity': 0.0019286161987110972, 'obscene': 0.02692205086350441, 'identity_attack': 0.0021209216210991144, 'insult': 0.022039076313376427, 'threat': 0.001100033987313509, 'sexual_explicit': 0.0005577157717198133}",dfc03010-1cb8-4ba4-8d7e-02856e5d2ff2,ready_for_export,"{'name': ['+1', '-1', '_skip_reply'], 'count': [2, 8, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.3, 0.4375, 0.1, 0.0], 'count': [6, 3, 3, 3, 3, 3, 6, 5, 4, 5, 5]}"
1c0f38d9-69f0-454e-9e71-a905981400a4,,0717de43-0ef7-439a-9d24-0cb416cabe16,2023-02-07T22:56:28.781231+00:00,Научи меня английскому языку.,prompter,ru,3,True,False,,False,,"{'toxicity': 0.001114017330110073, 'severe_toxicity': 0.0002303953078808263, 'obscene': 0.00291561521589756, 'identity_attack': 0.00052777084056288, 'insult': 0.0018829788314178586, 'threat': 0.00021154883143026382, 'sexual_explicit': 0.00012910569785162807}",1c0f38d9-69f0-454e-9e71-a905981400a4,ready_for_export,"{'name': ['+1', '-1', '_skip_reply'], 'count': [2, 1, 6]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5833333333333334, 0.0, 0.16666666666666666, 0.25, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
6f47babf-7883-4178-9e95-d916c0ea466e,,7b61bb1e-40da-4287-b3ea-1e1c8a39fbf6,2023-02-05T19:04:57.451637+00:00,"Почему у людей, живущих в жарких странах темный цвет кожи? Разве темные цвета не поглощают больше света?",prompter,ru,3,True,False,,False,,"{'toxicity': 0.006214574445039034, 'severe_toxicity': 5.264925857773051e-05, 'obscene': 0.00033481375430710614, 'identity_attack': 0.0026224821340292692, 'insult': 0.0012904033064842224, 'threat': 7.318313146242872e-05, 'sexual_explicit': 9.181484347209334e-05}",6f47babf-7883-4178-9e95-d916c0ea466e,ready_for_export,"{'name': ['+1', '_skip_reply', '_skip_ranking'], 'count': [7, 2, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.25, 0.16666666666666666], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
c7dfcfb4-7160-46c3-ad26-e3c8f54f7e5a,,97894afc-2204-4c7b-9b91-f1c71c10f032,2023-02-08T18:04:09.102773+00:00,Какие места на Земле являются неисследованными?,prompter,ru,4,True,False,,False,,"{'toxicity': 0.0004890243289992213, 'severe_toxicity': 6.908433715580031e-05, 'obscene': 0.0006426349864341319, 'identity_attack': 0.00017563953588251024, 'insult': 0.0005427434225566685, 'threat': 8.194323163479567e-05, 'sexual_explicit': 4.818891466129571e-05}",c7dfcfb4-7160-46c3-ad26-e3c8f54f7e5a,ready_for_export,"{'name': ['+1'], 'count': [3]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5625, 0.0, 0.25, 0.25, 0.0], 'count': [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]}"
98fc03c9-4573-437f-afd5-a5d954b24860,,bf6867fd-6273-4ed3-99d9-5078e8c59b8a,2023-02-07T20:56:19.454114+00:00,"Как ты думаешь, какой процент людей, пьющих дорогие вина, действительно получают от этого процесса удовольствие, а не просто давятся кислятиной и произносят с умным видом заученные слова о тонкостях «букета», чтобы произвести впечатление на окружающих?",prompter,ru,3,True,False,,False,,"{'toxicity': 0.017344633117318153, 'severe_toxicity': 6.351086631184444e-05, 'obscene': 0.00427812896668911, 'identity_attack': 0.0002123266167473048, 'insult': 0.005568976979702711, 'threat': 6.536757427966222e-05, 'sexual_explicit': 0.0005264153587631881}",98fc03c9-4573-437f-afd5-a5d954b24860,ready_for_export,"{'name': ['+1', '_skip_reply', '_skip_ranking'], 'count': [3, 3, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5833333333333334, 0.3333333333333333, 0.25, 0.5, 0.0], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
f531de04-be72-454a-92d3-3a5dad7dc0e6,,c9262500-8d09-48f8-9fd2-019c17e78891,2023-02-08T20:31:23.048396+00:00,Как приобрести власть?,prompter,ru,3,True,False,,False,,"{'toxicity': 0.0004685546737164259, 'severe_toxicity': 3.772833224502392e-05, 'obscene': 0.00027987908106297255, 'identity_attack': 0.00010878128523472697, 'insult': 0.0002854942576959729, 'threat': 6.708207365591079e-05, 'sexual_explicit': 3.0286983019323088e-05}",f531de04-be72-454a-92d3-3a5dad7dc0e6,ready_for_export,"{'name': ['+1', '_skip_reply'], 'count': [5, 1]}","{'name': ['spam', 'lang_mismatch', 'pii', 'not_appropriate', 'hate_speech', 'sexual_content', 'quality', 'toxicity', 'humor', 'creativity', 'violence'], 'value': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5833333333333334, 0.08333333333333333, 0.5, 0.5833333333333334, 0.16666666666666666], 'count': [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]}"
